==WARNING== Could not determine user home directory for section deployment.
==WARNING== Using "/opt/nvidia/nsight-compute/2026.1.0/target/linux-desktop-glibc_2_11_3-x64/../../sections" instead.
==WARNING== See https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#faq.
==PROF== Connected to process 100996 (/home/lava/plow/plans/gemma4-12b-roofline/packed_flash_tma_profile)
==WARNING== Unable to access the following 6 metrics: ctc__rx_bytes_data_user.sum, ctc__rx_bytes_data_user.sum.pct_of_peak_sustained_elapsed, ctc__rx_bytes_data_user.sum.per_second, ctc__tx_bytes_data_user.sum, ctc__tx_bytes_data_user.sum.pct_of_peak_sustained_elapsed, ctc__tx_bytes_data_user.sum.per_second.


HD=256 KV=8 window=1024 maps=0 checked=4608 worst_relL2=0.00267912 max_abs=0.00110828 warm_us=nan PASS
HD=512 KV=1 window=0 maps=0 checked=9216 worst_relL2=0.00252794 max_abs=0.00117296 warm_us=nan PASS
HD=512 KV=1 window=0 maps=0 checked=9216 worst_relL2=0.00252794 max_abs=0.00117694 warm_us=nan PASS
HD=256 KV=8 window=1024 maps=1 checked=4608 worst_relL2=0.00267912 max_abs=0.00110828 warm_us=nan PASS
HD=512 KV=1 window=0 maps=1 checked=9216 worst_relL2=0.00252794 max_abs=0.00117296 warm_us=nan PASS
HD=512 KV=1 window=0 maps=1 checked=9216 worst_relL2=0.00252794 max_abs=0.00117694 warm_us=nan PASS
==PROF== Disconnected from process 100996
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"3","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<256, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMSPs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 82.37% above the average, while the minimum instance value is 90.94% below the average.","global","13.07"
"3","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<256, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more L1 Slices have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 82.41% above the average, while the minimum instance value is 91.19% below the average.","global","13.05"
"3","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<256, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more L2 Slices have a much higher number of active cycles than the average number of active cycles. Maximum instance value is 14.58% above the average, while the minimum instance value is 11.91% below the average.","global","6.155"
"3","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<256, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Source Counters","Branch Instructions Ratio","%","0.07",
"3","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<256, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Source Counters","Branch Instructions","inst","346928",
"3","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<256, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Source Counters","Branch Efficiency","%","99.26",
"3","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<256, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Source Counters","Avg. Divergent Branches","branches","3.85",
"3","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<256, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","SourceCounters","","","","UncoalescedGlobalAccess","OPT","This workload has uncoalesced global accesses resulting in a total of 73968 excessive sectors (52% of the total 142496 sectors). Check the L2 Theoretical Sectors Global Excessive table for the primary source locations. The CUDA Programming Guide (https://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#device-memory-accesses) has additional information on reducing uncoalesced device memory accesses.","global","21.91"
"3","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<256, 32>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","SourceCounters","","","","UncoalescedSharedAccess","OPT","This workload has uncoalesced shared accesses resulting in a total of 17920 excessive wavefronts (2% of the total 756224 wavefronts). Check the L1 Wavefronts Shared Excessive table for the primary source locations. The CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#shared-memory-in-matrix-multiplication-c-ab) has an example on optimizing shared memory accesses.","global","0.3753"
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","hz","2618952867.69",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","hz","1972128185.34",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","5621006",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Memory Throughput","%","4.18",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Throughput","%","0.40",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Duration","ns","2817600",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","36.87",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","2.08",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","617365.38",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","6.08",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","SpeedOfLight","","","","SOLBottleneck","OPT","This workload exhibits low compute throughput and memory bandwidth utilization relative to the peak performance of this device. Achieved compute throughput and/or memory bandwidth below 60.0% of peak typically indicate latency issues. Look at Scheduler Statistics and Warp State Statistics for potential reasons.","",""
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (FP32) to double (FP64) performance on this device is 2:1. The workload achieved  close to 0% of this device's FP32 peak performance and 0% of its FP64 peak performance. See the Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","Maximum Buffer Size","byte","68812800",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","Maximum Sampling Interval","ns","1500",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","PM Sampling","# Pass Groups","","2",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Executed Ipc Active","inst/cycle","2.15",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.24",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Issue Slots Busy","%","6.08",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","Issued Ipc Active","inst/cycle","2.15",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Compute Workload Analysis","SM Busy","%","6.08",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","ComputeWorkloadAnalysis","","","","HighPipeUtilization","OPT","All compute pipelines are under-utilized. Either this workload is very small or it doesn't issue enough warps per scheduler. Check the Launch Statistics and Scheduler Statistics sections for further details.","local","98.14"
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Local Memory Spilling Requests","","0",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Local Memory Spilling Request Overhead","%","0",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Sector Promotion Misses","%","0.00",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Shared Memory Spilling Requests","","0",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Shared Memory Spilling Request Overhead","%","0",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Memory Throughput","byte/s","13488336172.63",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Mem Busy","%","4.18",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","Max Bandwidth","%","3.71",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L1/TEX Hit Rate","%","6.89",
"4","100996","packed_flash_tma_profile","127.0.0.1","void run_attention<512, 16>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, float *, float *, const int *, unsigned int, unsigned int, unsigned int, unsigned int, const void *)","1","7","(256, 1, 1)","(132, 1, 1)","0","9.0","Memory Workload Analysis","L2 Persisting Size","byte","9830400",
