# NVIDIA H100 80GB HBM3, 132 SMs, cold weights, 11 repetitions; synthetic BF16 inputs
M,N,K,variant,us,weight_GBs,lt_mismatches,max_abs_lt,cpu_max_abs,cpu_failures,repeat_mismatches
8,3840,4096,native_gemv_grid132,39.936,787.69,65,0.001953125,0.001734847,0,0
8,3840,4096,native_gemv_grid528,35.072,896.93,65,0.001953125,0.001734847,0,0
8,3840,4096,existing_s1,41.024,766.80,0,0,0.001734847,0,0
8,3840,4096,transpose_bk128_d3_s1,31.616,994.98,0,0,0.001734847,0,0
8,3840,4096,transpose_bk256_d2_s1,24.224,1298.60,0,0,0.001734847,0,0
8,3840,4096,driver_transpose_bk128_d3_s1,25.184,1249.10,0,0,0.001734847,0,0
8,3840,4096,driver_transpose_bk256_d2_s1,24.384,1290.08,0,0,0.001734847,0,0
8,3840,4096,existing_s4,22.464,1400.34,61,0.001953125,0.001734847,0,0
8,3840,4096,transpose_bk128_d3_s4,17.824,1764.88,61,0.001953125,0.001734847,0,0
8,3840,4096,transpose_bk256_d2_s4,17.952,1752.30,61,0.001953125,0.001734847,0,0
8,3840,4096,driver_transpose_bk128_d3_s4,18.048,1742.98,61,0.001953125,0.001734847,0,0
8,3840,4096,driver_transpose_bk256_d2_s4,18.112,1736.82,61,0.001953125,0.001734847,0,0
8,3840,4096,existing_s8,23.456,1341.12,68,0.001953125,0.001734847,0,2
8,3840,4096,transpose_bk128_d3_s8,19.616,1603.65,69,0.001953125,0.001734847,0,0
8,3840,4096,transpose_bk256_d2_s8,19.456,1616.84,69,0.001953125,0.001734847,0,0
8,3840,4096,driver_transpose_bk128_d3_s8,19.968,1575.38,69,0.001953125,0.001734847,0,0
8,3840,4096,driver_transpose_bk256_d2_s8,19.552,1608.90,69,0.001953125,0.001734847,0,0
16,3840,4096,cublaslt,15.232,2065.21,0,0,0.001734847,0,0
16,3840,4096,native_gemv_grid132,64.896,484.73,128,0.00390625,0.001734847,0,0
16,3840,4096,native_gemv_grid528,61.472,511.73,128,0.00390625,0.001734847,0,0
16,3840,4096,existing_s1,40.064,785.18,0,0,0.001734847,0,0
16,3840,4096,transpose_bk128_d3_s1,36.000,873.81,0,0,0.001734847,0,0
16,3840,4096,transpose_bk256_d2_s1,27.904,1127.34,0,0,0.001734847,0,0
16,3840,4096,driver_transpose_bk128_d3_s1,33.664,934.45,0,0,0.001734847,0,0
16,3840,4096,driver_transpose_bk256_d2_s1,29.632,1061.60,0,0,0.001734847,0,0
16,3840,4096,existing_s4,23.040,1365.33,120,0.001953125,0.001734847,0,1
16,3840,4096,transpose_bk128_d3_s4,18.688,1683.29,120,0.001953125,0.001734847,0,0
